7430.73,0
65.97,10
39.4,20
28.63,30
22.14,40
18.02,50
14.84,60
12.67,70
11.06,80
9.76,90
8.72,100
7.93,110
7.1,120
6.35,130
5.83,140
5.42,150
5.06,160
4.72,170
4.39,180
4.13,190
3.9,200
3.71,210
3.5,220
3.28,230
2.99,240
2.84,250
2.64,260
2.47,270
2.38,280
2.29,290
2.17,300
2.07,310
1.99,320
1.88,330
1.79,340
1.75,350
1.71,360
1.66,370
1.63,380
1.57,390
1.52,400
1.47,410
1.42,420
1.37,430
1.33,440
1.29,450
1.25,460
1.22,470
1.17,480
1.11,490
1.08,500
